scenario,mode,batch_tokens,hidden_dim,expansion_dim,rank,basis_size,dtype,trials,avg_ms,std_ms,min_ms,max_ms,ci95_ms
ffn,static_ephemeral,1,2048,8192,16,0,float16,3,0.10979554305473964,0.026918251585495868,0.0837402418255806,0.1375008374452591,0.030460869206040214
ffn,static_ephemeral,1,2048,8192,32,0,float16,3,0.1011725515127182,0.03367999354800056,0.07686112076044083,0.1396162435412407,0.03811250054883625
ffn,static_ephemeral,1,2048,8192,64,0,float16,3,0.08778696258862813,0.00801258798564361,0.07956121116876602,0.09556785225868225,0.009067096867617122
ffn,static_ephemeral,1,4096,16384,16,0,float16,3,0.10087949534257253,0.011906862722300408,0.09211339056491852,0.11443533003330231,0.01347388357993116
ffn,static_ephemeral,1,4096,16384,32,0,float16,3,0.07786999146143596,0.003098472881702659,0.07507633417844772,0.08120257407426834,0.0035062521385624597
ffn,static_ephemeral,1,4096,16384,64,0,float16,3,0.08656674375136693,0.005922002727265069,0.07979143410921097,0.09075533598661423,0.006701376942707244
ffn,static_ephemeral,1,8192,32768,16,0,float16,3,0.09604475150505702,0.015872275374331862,0.08396338671445847,0.11402107775211334,0.017961170421643843
ffn,static_ephemeral,1,8192,32768,32,0,float16,3,0.09760415802399318,0.010638465812013975,0.09063743054866791,0.10984968394041061,0.012038557356648561
ffn,static_ephemeral,1,8192,32768,64,0,float16,3,0.09506257871786754,0.00892234571493223,0.08586179465055466,0.10367762297391891,0.010096584652625293
ffn,static_ephemeral,8,2048,8192,16,0,float16,3,0.3284480422735214,0.40016950628553205,0.0810127705335617,0.7901264354586601,0.4528344254638459
ffn,static_ephemeral,8,2048,8192,32,0,float16,3,0.1102568581700325,0.05707717318679867,0.07072221487760544,0.1756921410560608,0.06458890175580297
ffn,static_ephemeral,8,2048,8192,64,0,float16,3,0.1146271824836731,0.07279478079692292,0.07163193076848984,0.19867587834596634,0.08237504912585836
ffn,static_ephemeral,8,4096,16384,16,0,float16,3,0.13491318871577582,0.07697316047936513,0.08718837052583694,0.22371113300323486,0.08710333084934993
ffn,static_ephemeral,8,4096,16384,32,0,float16,3,0.09186826646327972,0.012135814345911636,0.07842574268579483,0.10201763361692429,0.013732966731716915
ffn,static_ephemeral,8,4096,16384,64,0,float16,3,0.08367461462815602,0.0033175430961824713,0.08167363703250885,0.08750408887863159,0.0037541534232731037
ffn,static_ephemeral,8,8192,32768,16,0,float16,3,0.1351860041419665,0.06371742973714987,0.09515844285488129,0.20866245031356812,0.07210305941319652
ffn,static_ephemeral,8,8192,32768,32,0,float16,3,0.08926466107368469,0.004213162972193254,0.08447933942079544,0.0924164429306984,0.004767642721225657
ffn,static_ephemeral,8,8192,32768,64,0,float16,3,0.16050456712643305,0.12049655128160187,0.08792448788881302,0.299597904086113,0.1363546839849546
ffn,static_ephemeral,32,2048,8192,16,0,float16,3,0.08032346765200298,0.0054928864855777184,0.07431581616401672,0.08508879691362381,0.006215786202509652
ffn,static_ephemeral,32,2048,8192,32,0,float16,3,0.08068246146043141,0.00789903532235601,0.07287971675395966,0.0886743888258934,0.008938599932613185
ffn,static_ephemeral,32,2048,8192,64,0,float16,3,0.07921028882265091,0.003904077985932453,0.074797123670578,0.0822136178612709,0.004417880133186172
ffn,static_ephemeral,32,4096,16384,16,0,float16,3,0.08601273099581401,0.002888838671628635,0.08420385420322418,0.08934438228607178,0.0032690286980319792
ffn,static_ephemeral,32,4096,16384,32,0,float16,3,0.12313419332106908,0.06560770968958579,0.0845547765493393,0.19888710230588913,0.07424211254638646
ffn,static_ephemeral,32,4096,16384,64,0,float16,3,0.21681332339843115,0.12959245639430153,0.08061323314905167,0.33859163522720337,0.14664766958502184
ffn,static_ephemeral,32,8192,32768,16,0,float16,3,0.14290486772855124,0.03581622855433696,0.10411906987428665,0.17472952604293823,0.04052987802651906
ffn,static_ephemeral,32,8192,32768,32,0,float16,3,0.1341322436928749,0.043578717890108726,0.08731670677661896,0.17351917922496796,0.049313961629394346
ffn,static_ephemeral,32,8192,32768,64,0,float16,3,0.11621986826260884,0.04684884835363757,0.08154325187206268,0.16951598227024078,0.053014462608065346
moe_top2,dense,1,2048,8192,0,0,float16,3,0.3696031868457794,0.13434268887135464,0.25260336697101593,0.5163144320249557,0.15202306366372811
moe_top2,dense,1,4096,16384,0,0,float16,3,0.7713653147220612,0.07550915041583812,0.7193919271230698,0.8579796180129051,0.0854466475049736
moe_top2,dense,1,8192,32768,0,0,float16,3,3.2835548743605614,0.09773963714934723,3.214172087609768,3.3953342586755753,0.11060281140459707
moe_top2,dense,8,2048,8192,0,0,float16,3,0.26944012691577274,0.02549329760555796,0.2513401210308075,0.2985948696732521,0.028848381980796256
moe_top2,dense,8,4096,16384,0,0,float16,3,0.89178333679835,0.03223739884275826,0.8581539615988731,0.9224200621247292,0.03648005096368603
moe_top2,dense,8,8192,32768,0,0,float16,3,3.1460124999284744,0.1291774307621885,3.066061995923519,3.2950416207313538,0.1461780238705966
moe_top2,dense,32,2048,8192,0,0,float16,3,0.256721427043279,0.013380185574062868,0.24175718426704407,0.267532654106617,0.015141105336264995
moe_top2,dense,32,4096,16384,0,0,float16,3,0.7459899410605431,0.008489273488371179,0.7377903908491135,0.7547419518232346,0.00960651729412149
moe_top2,dense,32,8192,32768,0,0,float16,3,3.280112147331238,0.07352667817977988,3.2050786539912224,3.3520331606268883,0.0832032689818412
moe_top2,dynamic_ephemeral,1,2048,8192,16,8,float16,3,0.8777019878228506,0.42255825051470464,0.6256483495235443,1.3655398041009903,0.47816967457860565
moe_top2,dynamic_ephemeral,1,2048,8192,32,8,float16,3,0.7600167145331701,0.03399527980722365,0.7298707962036133,0.7968634366989136,0.03846928053783936
moe_top2,dynamic_ephemeral,1,2048,8192,64,8,float16,3,0.779301921526591,0.16141259768702804,0.6330374628305435,0.9524794295430183,0.1826555491813967
moe_top2,dynamic_ephemeral,1,4096,16384,16,8,float16,3,0.9363564352194468,0.13537718320453235,0.8367747068405151,1.0905005037784576,0.15319370420392928
moe_top2,dynamic_ephemeral,1,4096,16384,32,8,float16,3,0.9342819452285767,0.0206117891577349,0.9166546165943146,0.9569449350237846,0.02332443515664819
moe_top2,dynamic_ephemeral,1,4096,16384,64,8,float16,3,1.3680475453535716,0.16905255320410773,1.2395774945616722,1.5595631673932076,0.19130097271518687
